Id,已采,已发,电商平台,品牌,评论,时间,型号,PageUrl
1120,TRUE,FALSE,京东,海尔,双管加热，加热时间短！安装费110元~,2012/4/24 9:18,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1119.html?callback=CommentListNew.setData
1121,TRUE,FALSE,京东,海尔,安装到一半，没有办法体验质量,2012/4/23 12:40,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1120.html?callback=CommentListNew.setData
1122,TRUE,FALSE,京东,海尔,海尔电热水器的插头，插不进普通的插座，需买一个转换头才好用，京东最好给配一个，以方便顾客。,2012/4/22 20:29,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1121.html?callback=CommentListNew.setData
1123,TRUE,FALSE,京东,海尔,烧完了以后那个开关就不起作用了。。。。,2012/4/21 14:44,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1122.html?callback=CommentListNew.setData
1124,TRUE,FALSE,京东,海尔,帮别人买的，据说双管加热快,2012/4/20 14:24,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1123.html?callback=CommentListNew.setData
1125,TRUE,FALSE,京东,海尔,大品牌售后做的非常好，电话都打爆我的了,2012/4/19 17:04,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1124.html?callback=CommentListNew.setData
1126,TRUE,FALSE,京东,海尔,很好 很实用  物有所值,2012/4/18 16:57,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1125.html?callback=CommentListNew.setData
1127,TRUE,FALSE,京东,海尔,好！！！！！,2012/4/17 21:57,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1126.html?callback=CommentListNew.setData
1128,TRUE,FALSE,京东,海尔,方便好用，品牌信赖,2012/4/17 11:01,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1127.html?callback=CommentListNew.setData
1129,TRUE,FALSE,京东,海尔,物流师傅态度很好，送货快，产品还没联系安装，暂时还不知道，不过海尔是大品牌，应该差不了,2012/4/16 8:16,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1128.html?callback=CommentListNew.setData
1130,TRUE,FALSE,京东,海尔,自己用着很好今天又给爸妈买了一台很赞,2012/4/14 22:50,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1129.html?callback=CommentListNew.setData
1131,TRUE,FALSE,京东,海尔,性价比挺高,2012/4/13 11:00,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1130.html?callback=CommentListNew.setData
1132,TRUE,FALSE,京东,海尔,原始简单价格实惠,2012/4/12 8:47,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1131.html?callback=CommentListNew.setData
1133,TRUE,FALSE,京东,海尔,完美~性价比高，正品行货，海尔的东西售后有保障  工薪阶层的首选,2012/4/10 18:49,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1132.html?callback=CommentListNew.setData
1134,TRUE,FALSE,京东,海尔,因为第一次使用电热水器，也不知道好不好用，所以都快用了一个月了才评价，用起来还可以的，就是好像保温性能不是很好，快递送货也很快头一天下的订单第二天上午10点货就送到了。,2012/4/10 10:26,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1133.html?callback=CommentListNew.setData
1135,TRUE,FALSE,京东,海尔,"送货快,安装来得也快,就是收了135元的材料费.\n1200W,烧了1个小时零20分钟,够2个人洗的.",2012/4/9 15:30,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1134.html?callback=CommentListNew.setData
1136,TRUE,FALSE,京东,海尔,简单也很好用，加热速度还好吧。,2012/4/9 8:38,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1135.html?callback=CommentListNew.setData
1137,TRUE,FALSE,京东,海尔,送货速度非常快，态度非常好，很满意，下次还会继续买,2012/4/8 12:09,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1136.html?callback=CommentListNew.setData
1138,TRUE,FALSE,京东,海尔,送货及时 售后还是不错 东西还行 对得起价格,2012/4/7 10:54,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1137.html?callback=CommentListNew.setData
1139,TRUE,FALSE,京东,海尔,"第二次买了,质量很好,烧水也很快,物流也超快哦,信得过的产品.",2012/4/5 15:05,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1138.html?callback=CommentListNew.setData
1140,TRUE,FALSE,京东,海尔,很好，安装要了101元,2012/4/5 6:53,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1139.html?callback=CommentListNew.setData
1141,TRUE,FALSE,京东,海尔,使用中，不错！,2012/4/4 13:22,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1140.html?callback=CommentListNew.setData
1142,TRUE,FALSE,京东,海尔,好用，够用，,2012/4/2 21:37,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1141.html?callback=CommentListNew.setData
1143,TRUE,FALSE,京东,海尔,自已装的，管道（铝塑）弯头（铜）阀门（铜）共用了120元。加热比较快。给大家参考。,2012/4/1 21:27,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1142.html?callback=CommentListNew.setData
1144,TRUE,FALSE,京东,海尔,昨晚安装好，就洗澡，很幸福,2012/3/31 17:45,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1143.html?callback=CommentListNew.setData
1145,TRUE,FALSE,京东,海尔,还没使用 ，不过感觉不错,2012/3/31 1:40,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1144.html?callback=CommentListNew.setData
1146,TRUE,FALSE,京东,海尔,售后师傅安装技术熟练服务态度也好，比较满意。给个好评,2012/3/30 15:01,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1145.html?callback=CommentListNew.setData
1147,TRUE,FALSE,京东,海尔,质量很好啊 送货快  厂家服务到位,2012/3/29 12:15,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1146.html?callback=CommentListNew.setData
1148,TRUE,FALSE,京东,海尔,武大郎身材短促,2012/3/27 21:17,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1147.html?callback=CommentListNew.setData
1149,TRUE,FALSE,京东,海尔,一如即往的好，相信海尔,2012/3/27 11:26,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1148.html?callback=CommentListNew.setData
1150,TRUE,FALSE,京东,海尔,用它我放心了,2012/3/26 22:45,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1149.html?callback=CommentListNew.setData
1151,TRUE,FALSE,京东,海尔,够俩个人洗澡的，还不错,2012/3/26 0:49,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1150.html?callback=CommentListNew.setData
1152,TRUE,FALSE,京东,海尔,东西不错，送货快,2012/3/25 10:27,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1151.html?callback=CommentListNew.setData
1153,TRUE,FALSE,京东,海尔,发货快，售后好，安装免费，东西还行。感觉跟我用了7年的热水器（已淘汰）差不多，加热速度差不多，热水量好像还没淘汰的那个多。,2012/3/23 8:50,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1152.html?callback=CommentListNew.setData
1154,TRUE,FALSE,京东,海尔,昨天刚到货。。还要等人过来装,2012/3/22 11:02,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1153.html?callback=CommentListNew.setData
1155,TRUE,FALSE,京东,海尔,使用很正常，关键是海尔的服务很完美。预约安装，安装，售后回访，很不错。,2012/3/21 10:47,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1154.html?callback=CommentListNew.setData
1156,TRUE,FALSE,京东,海尔,产品很不错  送货 及时  安装  也很快   从下单到使用 三天搞定    嘻嘻 非常好,2012/3/20 9:18,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1155.html?callback=CommentListNew.setData
1157,TRUE,FALSE,京东,海尔,价格实惠 加热速度很快 花洒出水很均匀柔和 安装师傅很给力 能为用户着想 在不影响使用的情况下 尽量给用户节约安装使用材料 速度也很快 赞一个,2012/3/19 11:18,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1156.html?callback=CommentListNew.setData
1158,TRUE,FALSE,京东,海尔,噪声小，容量还可以！,2012/3/17 18:03,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1157.html?callback=CommentListNew.setData
1159,TRUE,FALSE,京东,海尔,刚买的，还没使用，售后比较快速，收费151元,2012/3/16 5:18,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1158.html?callback=CommentListNew.setData
1160,TRUE,FALSE,京东,海尔,一切都好，就是号称的双管加热也不是想象中的那么快。七八度的气温第一次开机好像加热了近三个小时才停机。不过一家三四个人也够用了。,2012/3/14 21:15,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1159.html?callback=CommentListNew.setData
1161,TRUE,FALSE,京东,海尔,价格实惠 加热速度很快 花洒出水很均匀柔和 安装师傅很给力 能为用户着想 在不影响使用的情况下 尽量给用户节约安装使用材料 速度也很快 赞一个,2012/3/13 12:28,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1160.html?callback=CommentListNew.setData
1162,TRUE,FALSE,京东,海尔,价格合理，送货及时，使用方便。,2012/3/11 22:23,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1161.html?callback=CommentListNew.setData
1163,TRUE,FALSE,京东,海尔,给出租房用的热水器，追求性价比的，原来定的其他牌子，居然没有混水，一分钱一分货啊，重新定了这个,2012/3/9 21:29,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1162.html?callback=CommentListNew.setData
1164,TRUE,FALSE,京东,海尔,正如海尔的服务，我们用了好几年了！@还是支持海尔,2012/3/8 14:49,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1163.html?callback=CommentListNew.setData
1165,TRUE,FALSE,京东,海尔,大品牌，值得信赖,2012/3/8 8:49,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1164.html?callback=CommentListNew.setData
1166,TRUE,FALSE,京东,海尔,幫朋友買的，用了一個星期了，制熱效果特好，溫度調控到位，操作方便，很不錯的國產名牌產品，物有所值啊。,2012/3/7 8:09,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1165.html?callback=CommentListNew.setData
1167,TRUE,FALSE,京东,海尔,价低，防电墙专利，不错！,2012/3/6 8:47,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1166.html?callback=CommentListNew.setData
1168,TRUE,FALSE,京东,海尔,双管加热，价格实惠,2012/3/5 9:30,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1167.html?callback=CommentListNew.setData
1169,TRUE,FALSE,京东,海尔,东西今天送到的，安装明天才来，一切还算顺利，东西还未安装，所以也不知道好坏了！,2012/3/3 17:40,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1168.html?callback=CommentListNew.setData
1170,TRUE,FALSE,京东,海尔,买的时候没注意，这款没有个详细的温度指示，不过挺好用的,2012/3/2 10:26,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1169.html?callback=CommentListNew.setData
1171,TRUE,FALSE,京东,海尔,挺好的，水温调的时候很方便的，,2012/2/29 9:44,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1170.html?callback=CommentListNew.setData
1172,TRUE,FALSE,京东,海尔,"东西还可以,以前买过好几个了.就是安装实在是太黑了,光材料费要了305元,(含2生料带,每卷要5元)还号称都是外面买不到的件,给我省了好多钱.钱花了您倒是安装美观点啊,2根管子没有平行的,管子都是歪的,卡子还是我自备的.真有心投诉他,但当时正过年,想想大家出来都不容易,算了.但愿那位哥哥以后也能这么想.....",2012/2/28 0:42,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1171.html?callback=CommentListNew.setData
1173,TRUE,FALSE,京东,海尔,首次加热时间较长，属正常现象。热水器插头是空调一样的大功率插头，请准备相应插座供电。安装收了75元水管费，还好。,2012/2/26 22:45,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1172.html?callback=CommentListNew.setData
1174,TRUE,FALSE,京东,海尔,物美价廉 不错 很满意,2012/2/26 9:53,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1173.html?callback=CommentListNew.setData
1175,TRUE,FALSE,京东,海尔,这款热水器用着还不错不错,2012/2/24 13:23,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1174.html?callback=CommentListNew.setData
1176,TRUE,FALSE,京东,海尔,还没用，要试试看,2012/2/23 11:21,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1175.html?callback=CommentListNew.setData
1177,TRUE,FALSE,京东,海尔,效果不错，物美价廉！,2012/2/22 10:20,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1176.html?callback=CommentListNew.setData
1178,TRUE,FALSE,京东,海尔,还没有使用,2012/2/20 20:08,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1177.html?callback=CommentListNew.setData
1179,TRUE,FALSE,京东,海尔,"足够一家人用,五人之家,网上留言就为我上门安装",2012/2/19 20:35,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1178.html?callback=CommentListNew.setData
1180,TRUE,FALSE,京东,海尔,还好还好，，还好！,2012/2/16 19:52,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1179.html?callback=CommentListNew.setData
1181,TRUE,FALSE,京东,海尔,安装时自己先备好配件，如水管，弯头。用他原厂配件很贵。一般用前一小时才开机，使用后关机，比较省电。,2012/2/15 13:54,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1180.html?callback=CommentListNew.setData
1182,TRUE,FALSE,京东,海尔,给租户买的，整体应该不错，没听到她说不好,2012/2/14 16:57,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1181.html?callback=CommentListNew.setData
1183,TRUE,FALSE,京东,海尔,热量足够，海尔的服务不错,2012/2/13 18:07,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1182.html?callback=CommentListNew.setData
1184,TRUE,FALSE,京东,海尔,还凑合吧，中规中矩,2012/2/13 11:59,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1183.html?callback=CommentListNew.setData
1185,TRUE,FALSE,京东,海尔,相信海尔，大品牌。,2012/2/12 11:09,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1184.html?callback=CommentListNew.setData
1186,TRUE,FALSE,京东,海尔,水够热 就是费电,2012/2/10 11:39,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1185.html?callback=CommentListNew.setData
1187,TRUE,FALSE,京东,海尔,下了单等了5天才给送、还要等厂家的安装人员、、着急用的东西、把人急S了 、还不如当初去S N Y G 网买、、还比这便宜50块钱、、什么承诺限时送达、根本保证不了！不能太看重京 东的服务了！！气S！！,2012/2/8 23:23,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1186.html?callback=CommentListNew.setData
1188,TRUE,FALSE,京东,海尔,原来是40L的，没想到50L比之前的大那么多，挺好用的，物美价廉,2012/2/7 14:14,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1187.html?callback=CommentListNew.setData
1189,TRUE,FALSE,京东,海尔,服务周到快捷、质量上乘。,2012/2/6 7:46,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1188.html?callback=CommentListNew.setData
1190,TRUE,FALSE,京东,海尔,物超所值，海尔售后也很快，服务也很好,2012/2/3 22:00,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1189.html?callback=CommentListNew.setData
1191,TRUE,FALSE,京东,海尔,比商场的便宜多了，安装很及时,2012/2/1 23:08,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1190.html?callback=CommentListNew.setData
1192,TRUE,FALSE,京东,海尔,如图 和介绍的一样 虽然折扣不是很多但是还不错 没有在提交的时间内送货 不过能理解 因为是大件所以能提前打一个电话通知一下就好了,2012/1/30 19:20,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1191.html?callback=CommentListNew.setData
1193,TRUE,FALSE,京东,海尔,"很好,很实用,一级能效,比较省电,保温效果不错!",2012/1/29 21:01,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1192.html?callback=CommentListNew.setData
1194,TRUE,FALSE,京东,海尔,保温效果比较赞，不错的选择,2012/1/27 21:54,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1193.html?callback=CommentListNew.setData
1195,TRUE,FALSE,京东,海尔,东西不错很好用,2012/1/21 10:03,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1194.html?callback=CommentListNew.setData
1196,TRUE,FALSE,京东,海尔,好好不错的,2012/1/19 13:53,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1195.html?callback=CommentListNew.setData
1197,TRUE,FALSE,京东,海尔,价格便宜，可购买,2012/1/18 13:33,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1196.html?callback=CommentListNew.setData
1198,TRUE,FALSE,京东,海尔,很不错，烧水慢了点，其他都好！,2012/1/17 10:10,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1197.html?callback=CommentListNew.setData
1199,TRUE,FALSE,京东,海尔,比想象中的要大，由于在深圳这边地方太小，没法安装，已经通过物流托运回老家了，用起来还可以。冬天全家用热水不愁了。比较实在。挺个！,2012/1/15 16:29,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1198.html?callback=CommentListNew.setData
1200,TRUE,FALSE,京东,海尔,很实用，物美价廉，有防电墙,2012/1/13 22:39,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1199.html?callback=CommentListNew.setData
1201,TRUE,FALSE,京东,海尔,不错，不过买完阿里斯顿的就降价了，没有什么价格优势,2012/1/12 10:31,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1200.html?callback=CommentListNew.setData
1202,TRUE,FALSE,京东,海尔,送货及时！安装费收了200多。,2012/1/10 11:12,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1201.html?callback=CommentListNew.setData
1203,TRUE,FALSE,京东,海尔,送货师傅很细心，海尔来安装的师傅也很好。\n使用当中也很方便，完全可以支持2人洗澡。,2012/1/8 17:29,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1202.html?callback=CommentListNew.setData
1204,TRUE,FALSE,京东,海尔,没啥 代买 物流太慢,2012/1/7 15:23,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1203.html?callback=CommentListNew.setData
1205,TRUE,FALSE,京东,海尔,小巧精致，保温较好，适合3口之家,2012/1/6 9:35,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1204.html?callback=CommentListNew.setData
1206,TRUE,FALSE,京东,海尔,得看好价格，有时候确实便宜，有时候也比较贵。安装收费170，小贵！,2012/1/4 8:57,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1205.html?callback=CommentListNew.setData
1207,TRUE,FALSE,京东,海尔,挺好用的\n,2012/1/2 22:23,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1206.html?callback=CommentListNew.setData
1208,TRUE,FALSE,京东,海尔,加热快，原厂服务也不错，就是这个热水器的在上面，不是很方便，原来家里的那个海尔的热水器在插头部分有一个控制开关，但是这款新买的却没有。\n建议买个可以定时的插座，这样也能控制热水器的开关。,2011/12/31 13:20,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1207.html?callback=CommentListNew.setData
1209,TRUE,FALSE,京东,海尔,安装了好几次都用不了。因为接线问题，搞的电话催了好多次才过来修理。。。真是的很令我失望的安装过程。,2011/12/28 13:14,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1208.html?callback=CommentListNew.setData
1210,TRUE,FALSE,京东,海尔,还行狗一个人洗澡,2011/12/26 11:34,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1209.html?callback=CommentListNew.setData
1211,TRUE,FALSE,京东,海尔,外观挺漂亮的！热水很快,2011/12/24 9:58,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1210.html?callback=CommentListNew.setData
1212,TRUE,FALSE,京东,海尔,简单好用，海尔值得信任的品牌。,2011/12/22 8:57,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1211.html?callback=CommentListNew.setData
1213,TRUE,FALSE,京东,海尔,不错的热水器,2011/12/19 9:43,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1212.html?callback=CommentListNew.setData
1214,TRUE,FALSE,京东,海尔,非常好用，就是安装费太贵,2011/12/16 10:44,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1213.html?callback=CommentListNew.setData
1215,TRUE,FALSE,京东,海尔,东西还可以吧，牌子货。,2011/12/13 22:53,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1214.html?callback=CommentListNew.setData
1216,TRUE,FALSE,京东,海尔,使用起来相当不错，加热也快，保温也好，美中不足的是温度能不能数显啊，这玩意儿现在也不值什么钱啊，或是有点刻度也行啊，要人猜啊，真是害死人啊,2011/12/9 13:05,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1215.html?callback=CommentListNew.setData
1217,TRUE,FALSE,京东,海尔,用了好一段时间了 还不错 加热挺快的\r\n不过物流慢了点,2011/12/6 17:30,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1216.html?callback=CommentListNew.setData
1218,TRUE,FALSE,京东,海尔,安装贵了点，181,2011/12/2 18:53,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1217.html?callback=CommentListNew.setData
1219,TRUE,FALSE,京东,海尔,便宜，很薄哦,2011/11/29 9:27,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1218.html?callback=CommentListNew.setData
1220,TRUE,FALSE,京东,海尔,帮朋友买的,2011/11/27 13:14,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1219.html?callback=CommentListNew.setData
1221,TRUE,FALSE,京东,海尔,性能挺好，挺满意,2011/11/24 18:57,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1220.html?callback=CommentListNew.setData
1222,TRUE,FALSE,京东,海尔,加热速度相比较快，东西很好,2011/11/22 13:27,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1221.html?callback=CommentListNew.setData
1223,TRUE,FALSE,京东,海尔,够一家子用的热水量,2011/11/20 12:25,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1222.html?callback=CommentListNew.setData
1224,TRUE,FALSE,京东,海尔,我们家是海尔产品的忠实用户，这是我们使用的第二台海尔电热水器。第一台用了11年，本次采取以旧换新，使用几周以来感觉海尔产品质量越来越好了。,2011/11/15 19:23,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1223.html?callback=CommentListNew.setData
1225,TRUE,FALSE,京东,海尔,保修时间长，省心，安装人员服务态度也很好,2011/11/14 4:49,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1224.html?callback=CommentListNew.setData
1226,TRUE,FALSE,京东,海尔,是往新房里装的，看上去很有档次,2011/11/11 11:42,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1225.html?callback=CommentListNew.setData
1227,TRUE,FALSE,京东,海尔,不错，刚装修修完，担心进不去卫生间小门，结果刚好进去！,2011/11/9 9:27,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1226.html?callback=CommentListNew.setData
1228,TRUE,FALSE,京东,海尔,东东比较满意 继续保持  还没开始用呢,2011/11/7 12:07,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1227.html?callback=CommentListNew.setData
1229,TRUE,FALSE,京东,海尔,烧水挺快的,2011/11/5 16:50,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1228.html?callback=CommentListNew.setData
1230,TRUE,FALSE,京东,海尔,很好的热水器，,2011/11/3 20:59,海尔(Haier)电热水器50升Q6,http://s.club.jd.com/productpage/p-1121568-s-0-t-3-p-1229.html?callback=CommentListNew.setData
